app_id,about_the_game,achievements_total,background_image,coming_soon,content_descriptors,controller_support,detailed_description,developer,developers,discount_percent,dlc_count,dlc_list,first_movie_url,first_screenshot_url,header_image,legal_notice,metacritic_score,metacritic_url,movies_count,name,package_groups,pc_requirements_min,pc_requirements_rec,platforms_linux,platforms_mac,platforms_windows,price_currency,price_final,price_initial,price_usd_final,price_usd_original,publisher,publishers,recommendations,recommendations_total,release_date,required_age,screenshots_count,short_description,steam_url,support_email,support_url,supported_languages,type,website,steamspy_name,steamspy_developer,steamspy_publisher,steamspy_positive,steamspy_negative,steamspy_owners,steamspy_ccu,steamspy_owners_low,steamspy_owners_high,steamspy_owners_mid,genres_Action,genres_Adventure,genres_Animation & Modeling,genres_Audio Production,genres_Casual,genres_Design & Illustration,genres_Early Access,genres_Education,genres_Free To Play,genres_Game Development,genres_Indie,genres_Massively Multiplayer,genres_RPG,genres_Racing,genres_Simulation,genres_Sports,genres_Strategy,genres_Utilities,platforms_linux.1,platforms_mac.1,platforms_windows.1,categories_Captions available,categories_Co-op,categories_Commentary available,categories_Cross-Platform Multiplayer,categories_Family Sharing,categories_Full controller support,categories_HDR available,categories_In-App Purchases,categories_Includes Source SDK,categories_Includes level editor,categories_LAN Co-op,categories_LAN PvP,categories_MMO,categories_Multi-player,categories_Online Co-op,categories_Online PvP,categories_Partial Controller Support,categories_PvP,categories_Remote Play Together,categories_Remote Play on Phone,categories_Remote Play on TV,categories_Remote Play on Tablet,categories_Shared/Split Screen,categories_Shared/Split Screen Co-op,categories_Shared/Split Screen PvP,categories_Single-player,categories_Stats,categories_Steam Achievements,categories_Steam Cloud,categories_Steam Leaderboards,categories_Steam Timeline,categories_Steam Trading Cards,categories_Steam Workshop,categories_Tracked Controller Support,categories_VR Only,categories_VR Supported,steamspy_score_rank,steamspy_average_playtime,steamspy_median_playtime,steamspy_players_forever,steamspy_players_2weeks
24660,0,0.0,0,0,0,0,0,0,N3V Games,,0.0,0,0,0,0,0,,0,0.0,Trainz: Murchison 2,0,0,0,False,False,True,0,,,0.0,0.0,0,N3V Games,0.0,,,0,12.0,"Murchison 2 is a merging of the original Narrow Gauge Murchison logging layout with an extensive Standard Gauge rail network. By incorporating landscape based on actual New Zealand electronic map data with specially developed Nature Series sets (animated waterfalls, river splines, textures, cliff splines, rail ledge splines, rock...",https://store.steampowered.com/app/24660/,0,0,0,game,0,Trainz: Murchison 2,N3V Games,N3V Games,18,14,"0 .. 20,000",0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
33220,0,0.0,0,0,0,0,0,0,Ubisoft Montreal,,0.0,0,0,0,0,0,83.0,0,0.0,Tom Clancy's Splinter Cell Conviction™,0,0,0,False,False,True,0,,,0.0,0.0,0,Ubisoft,0.0,4011.0,"Apr 29, 2010",17,27.0,"Uniting revolutionary gameplay enhancements with a high-octane, no-holds-barred storyline, Tom Clancy’s Splinter Cell Conviction arms you to the teeth with all the high-tech weaponry and lethal skills of an elite operative",https://store.steampowered.com/app/33220/,0,0,0,game,0,Tom Clancy's Splinter Cell Conviction,Ubisoft Montreal,Ubisoft,3188,1248,"100,000 .. 200,000",21,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
34420,0,0.0,0,0,0,0,0,0,Unicorn Games Studio,0.0,0.0,0,0,0,0,0,,0,1.0,XIII Century – Gold Edition,0,0,0,False,False,True,0,4.99,4.99,0.0,0.0,0,Fulqrum Publishing,0.0,113.0,"Aug 28, 2009",17,26.0,"XIII Century Gold Edition combines the highly successful strategy game XIII Century: Death or Glory with the follow-up sequel, XIII Century: Blood of Europe.XIII Century: Death or Glory is an RTS game which immerses players in the Middle Ages.",https://store.steampowered.com/app/34420/,0,0,0,game,0,XIII Century – Gold Edition,Unicorn Games Studio,Fulqrum Publishing,101,77,"100,000 .. 200,000",0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,,,,
41730,0,0.0,0,0,0,0,0,0,Coreplay,0.0,0.0,0,0,0,0,0,62.0,0,0.0,Ion Assault,0,0,0,False,False,True,0,9.99,9.99,0.0,0.0,0,THQ Nordic,0.0,,"Nov 17, 2010",0,10.0,"In ION ASSAULT players wield thousands of Ion Particles to blast, fry and disrupt anything on screen as you see fit! GAMEPLAY WITH A TWIST: By centering its gameplay around its unique fluid and particle physics system, ION ASSAULT adds a twist to arcade style space shooters!",https://store.steampowered.com/app/41730/,0,0,0,game,0,Ion Assault,Coreplay,THQ Nordic,120,58,"20,000 .. 50,000",0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,,,
46840,0,0.0,0,0,0,0,0,0,Totem Games,0.0,0.0,0,0,0,0,0,,0,0.0,Ironclads: Chincha Islands War 1866,0,0,0,False,False,True,0,9.99,9.99,0.0,0.0,0,Strategy First,0.0,,"Jun 21, 2011",0,8.0,"Spain tried to restore by force its influence on its former colonies, Chile and Peru. This strong Spanish squadron occupied the Chincha Islands, very important to the economy of Peru. Peru received support from neighboring Chile, Ecuador and Bolivia.",https://store.steampowered.com/app/46840/,0,0,0,game,0,Ironclads: Chincha Islands War 1866,Totem Games,Strategy First,5,13,"0 .. 20,000",0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
63209,0,0.0,0,0,0,0,0,0,Uber Entertainment,0.0,0.0,0,0,0,0,0,82.0,0,0.0,Monday Night Combat,0,0,0,False,False,True,0,4.99,4.99,0.0,0.0,0,Uber Entertainment,0.0,890.0,"Jan 24, 2011",0,17.0,"Monday Night Combat is a class-based, third-person shooter… and the most popular lethal sport of the future!",https://store.steampowered.com/app/63209/,0,0,0,game,0,Monday Night Combat,Uber Entertainment,Uber Entertainment,752,215,"0 .. 20,000",0,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,,,,,
202130,0,0.0,0,0,0,0,0,0,Cyanide Montreal,0.0,2.0,0,0,0,0,0,45.0,0,2.0,Impire,0,0,0,False,False,True,0,19.99,19.99,0.0,0.0,0,Paradox Interactive,0.0,337.0,"Feb 14, 2013",0,10.0,"Deep in the underworld of Ardania, a threat of the most evil nature grows and multiplies with an appetite for destruction that is unsurpassed. Summoned from the depths of the Bottomless Pit, the (once) mighty Báal-Abaddon has been torn from his throne of skulls and imprisoned in an earthly body of less-than-imposing stature (he's an Imp,...",https://store.steampowered.com/app/202130/,0,0,0,game,0,Impire,Cyanide Montreal,Paradox Interactive,201,242,"200,000 .. 500,000",0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,,,,,
203630,0,0.0,0,0,0,0,0,0,Ino-Co Plus,0.0,0.0,0,0,0,0,0,71.0,0,2.0,Warlock - Master of the Arcane,0,0,0,False,False,True,0,24.99,24.99,0.0,0.0,0,Paradox Interactive,0.0,959.0,"May 8, 2012",0,5.0,"In a time of chaotic upheaval, the player takes the role of a great mage, a warlord vying for ultimate power.",https://store.steampowered.com/app/203630/,0,0,0,game,0,Warlock - Master of the Arcane,Ino-Co Plus,Paradox Interactive,2214,355,"500,000 .. 1,000,000",53,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,,
203770,0,0.0,0,0,0,0,0,0,Paradox Development Studio,,32.0,0,0,0,0,0,82.0,0,1.0,Crusader Kings II,0,0,0,True,True,True,0,,,0.0,0.0,0,Paradox Interactive,0.0,30805.0,"Feb 14, 2012",0,10.0,Explore one of the defining periods in world history in an experience crafted by the masters of Grand Strategy.,https://store.steampowered.com/app/203770/,0,0,0,game,0,Crusader Kings II,Paradox Development Studio,Paradox Interactive,66359,7446,"2,000,000 .. 5,000,000",2157,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,,
205070,0,0.0,0,0,0,0,0,0,Gaijin Games,0.0,0.0,0,0,0,0,0,,0,1.0,BIT.TRIP VOID,0,0,0,False,True,True,0,9.99,9.99,0.0,0.0,0,Gaijin Games,0.0,,"Dec 19, 2012",0,16.0,"BIT.TRIP VOID is the third installment in the retro-arcade BIT.TRIP saga.BIT.TRIP VOID is a synesthetic exploration of rhythm and music as they pertain to our everyday lives and moods. In a control scheme brand new to the series, yet wholly familiar to gamers, the player is given complete freedom to move about the screen wherever they...",https://store.steampowered.com/app/205070/,0,0,0,game,0,BIT.TRIP VOID,Gaijin Games,Gaijin Games,72,22,"20,000 .. 50,000",0,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,,,,
207650,"A perfect place. A city without traffic. A dog that doesn't poop. All products of the brilliant mind of Dr. X, but hell hath no fury like a mad scientist fired by a giant corporation. In this unique action-puzzler you take control of TOM, a virus created for one purpose: revenge.<br> <br>Hack your way through brain scrambling puzzles while maneuvering through a thumb cramping maze of enemies. Team up through over 50 cooperative levels in what MMGN is calling &quot;The most addictive co-op game we've played since Portal 2.&quot;  And if the over 100 levels aren't enough, you and your friends can destroy each other again and again in battle mode to determine just who is the supreme virus.<h2 class=""bb_tag"">Key Features:</h2><ul class=""bb_ul""><li>Single Player mode with over 50 levels across 6 distinct areas<br></li><li>Cooperative mode (for up to 4 players) with over 50 additional levels in which &quot;friendships will be destroyed&quot;<br></li><li>Battle for supreme virus-itude by battling your friends in Battle Mode<br></li><li>Evolving mechanics which ratchet up the difficulty from lollipop to soul crushing<br></li><li>An animated tale full of dark humor, malfunctioning robots, and little girl screams</li></ul>",,,,,,,Misfits Attic,,0.0,,,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/207650/header.jpg?t=1694041199,,65.0,,,A Virus Named TOM,,,,,,,,,,9.99,9.99,Misfits Attic,,,,"Aug 1, 2012",0,,Hack your way through brain scrambling puzzles while maneuvering through a thumb cramping maze of enemies.,https://store.steampowered.com/app/207650/,,,English<strong>*</strong><br><strong>*</strong>languages with full audio support,,,A Virus Named TOM,Misfits Attic,Misfits Attic,421,330,"200,000 .. 500,000",0,200000.0,500000.0,350000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
207730,0,0.0,0,0,0,0,0,0,ExDream GmbH,0.0,0.0,0,0,0,0,0,,0,1.0,Arena Wars 2,0,0,0,False,False,True,0,3.99,3.99,0.0,0.0,0,Just a Game,0.0,325.0,"Oct 12, 2012",0,10.0,Arena Wars 2 is the sequel of the award-winning Arena Wars series and combines revolutionary RTS fights with RPG elements.,https://store.steampowered.com/app/207730/,0,0,0,game,0,Arena Wars 2,ExDream GmbH,Just a Game,125,265,"20,000 .. 50,000",0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,
211500,0,0.0,0,0,0,0,0,0,KW Studios,,0.0,0,0,0,0,0,,0,2.0,RaceRoom Racing Experience,0,0,0,False,False,True,0,,,0.0,0.0,0,"KW Studios, RaceRoom Entertainment AG",0.0,1917.0,"Feb 12, 2013",0,25.0,"RaceRoom is the premier free-to-play racing simulation on PC and home to official race series like DTM, WTCR, the WTCC and ADAC GT Masters. Enter RaceRoom and enter the world of a professional race car driver.",https://store.steampowered.com/app/211500/,0,0,0,game,0,RaceRoom Racing Experience,KW Studios,"KW Studios, RaceRoom Entertainment AG",17782,5803,"5,000,000 .. 10,000,000",1132,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,,,,,
211740,0,0.0,0,0,0,0,0,0,Looking Glass Studios,86.0,0.0,0,0,0,0,0,87.0,0,0.0,Thief™ II: The Metal Age,0,0,0,False,False,True,0,0.97,6.99,0.0,0.0,0,Eidos Interactive Corp.,0.0,1768.0,"May 22, 2012",17,13.0,"The ultimate thief is back! Tread softly as you make your way through 15 new complex, non-linear levels full of loot to steal and guards to outsmart. Improved enemy AI, new gadgets and a riveting story will draw you into the world of Thief™ II: The Metal Age, a place of powerful new technologies, fanatical religions and corruption.",https://store.steampowered.com/app/211740/,0,0,0,game,0,Thief II: The Metal Age,Looking Glass Studios,Eidos Interactive Corp.,1850,105,"200,000 .. 500,000",19,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
211970,0,0.0,0,0,0,0,0,0,Slightly Mad Studios,0.0,0.0,0,0,0,0,0,,0,1.0,Test Drive: Ferrari Racing Legends,0,0,0,False,False,True,0,19.99,19.99,0.0,0.0,0,Evolved Games,0.0,273.0,"Dec 10, 2012",6,10.0,"Detailed physics underpin a huge variety of challenges set throughout the history of this landmark automotive brand. Painstakingly detailed cars and tracks reflect visceral damage as races wear on, an acute sense of speed communicates the power of these highly tuned vehicles, as advanced AI challenges even the most experienced driver.",https://store.steampowered.com/app/211970/,0,0,0,game,0,Test Drive: Ferrari Racing Legends,Slightly Mad Studios,Evolved Games,204,127,"20,000 .. 50,000",0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
212030,0,0.0,0,0,0,0,0,0,Qooc Software,0.0,1.0,0,0,0,0,0,,0,0.0,Kung Fu Strike - The Warrior's Rise,0,0,0,False,False,True,0,9.99,9.99,0.0,0.0,0,Qooc Software,0.0,714.0,"Jul 24, 2012",0,8.0,"Taking its inspiration from ancient Chinese tales of revenge and retribution and then adding a dash of over-the-top martial arts and old school arcade fun, Kung Fu Strike features 28 stages of fast-paced combo-based fighting.",https://store.steampowered.com/app/212030/,0,0,0,game,0,Kung Fu Strike - The Warrior's Rise,Qooc Software,Qooc Software,884,250,"100,000 .. 200,000",1,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,,,,,
